[00:59:40] [Átad][USA]Nagato_Brasco átadott neki: [Civil]Angelina_Freeman, egy Parachute-t
[03:23:45] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db MP5-t | Raktár Volt: 65 Lett: 66
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 179 Lett: 180
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 179 Lett: 180
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 225 Lett: 226
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 180 Lett: 181
[03:35:31] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -219 Lett: 181
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 226 Lett: 227
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 136 Lett: 137
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 181 Lett: 182
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 181 Lett: 182
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 181 Lett: 182
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 227 Lett: 228
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 182 Lett: 183
[03:35:31] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -217 Lett: 183
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 228 Lett: 229
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 137 Lett: 138
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 183 Lett: 184
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 183 Lett: 184
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 183 Lett: 184
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 229 Lett: 230
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 184 Lett: 185
[03:35:31] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -215 Lett: 185
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 230 Lett: 231
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 138 Lett: 139
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 185 Lett: 186
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 185 Lett: 186
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 185 Lett: 186
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 231 Lett: 232
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 186 Lett: 187
[03:35:31] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -213 Lett: 187
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 232 Lett: 233
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 139 Lett: 140
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 187 Lett: 188
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 187 Lett: 188
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 187 Lett: 188
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 233 Lett: 234
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 188 Lett: 189
[03:35:31] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -211 Lett: 189
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 234 Lett: 235
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 140 Lett: 141
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 189 Lett: 190
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 189 Lett: 190
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 189 Lett: 190
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 235 Lett: 236
[03:35:31] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 190 Lett: 191
[03:35:31] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -209 Lett: 191
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 236 Lett: 237
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 141 Lett: 142
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 191 Lett: 192
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 191 Lett: 192
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 191 Lett: 192
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 237 Lett: 238
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 192 Lett: 193
[03:35:32] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -207 Lett: 193
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 238 Lett: 239
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 142 Lett: 143
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 193 Lett: 194
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 193 Lett: 194
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 193 Lett: 194
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 239 Lett: 240
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 194 Lett: 195
[03:35:32] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -205 Lett: 195
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 240 Lett: 241
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 143 Lett: 144
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 195 Lett: 196
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 195 Lett: 196
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 195 Lett: 196
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 241 Lett: 242
[03:35:32] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 196 Lett: 197
[03:35:32] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -203 Lett: 197
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 242 Lett: 243
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 144 Lett: 145
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 197 Lett: 198
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 197 Lett: 198
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 197 Lett: 198
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 243 Lett: 244
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 198 Lett: 199
[03:35:33] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -201 Lett: 199
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 244 Lett: 245
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 145 Lett: 146
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 199 Lett: 200
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 199 Lett: 200
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 199 Lett: 200
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 245 Lett: 246
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 200 Lett: 201
[03:35:33] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -199 Lett: 201
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 246 Lett: 247
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 146 Lett: 147
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 201 Lett: 202
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 201 Lett: 202
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 201 Lett: 202
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 247 Lett: 248
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 202 Lett: 203
[03:35:33] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -197 Lett: 203
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 248 Lett: 249
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 147 Lett: 148
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 203 Lett: 204
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 203 Lett: 204
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 203 Lett: 204
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 249 Lett: 250
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 204 Lett: 205
[03:35:33] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -195 Lett: 205
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 250 Lett: 251
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 148 Lett: 149
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 205 Lett: 206
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 205 Lett: 206
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 205 Lett: 206
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 251 Lett: 252
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 206 Lett: 207
[03:35:33] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -193 Lett: 207
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 252 Lett: 253
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 149 Lett: 150
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 207 Lett: 208
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 207 Lett: 208
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 207 Lett: 208
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 253 Lett: 254
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 208 Lett: 209
[03:35:33] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -191 Lett: 209
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 254 Lett: 255
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 150 Lett: 151
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 209 Lett: 210
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 209 Lett: 210
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 209 Lett: 210
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 255 Lett: 256
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 210 Lett: 211
[03:35:33] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -189 Lett: 211
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 256 Lett: 257
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 151 Lett: 152
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 211 Lett: 212
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 211 Lett: 212
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 211 Lett: 212
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 257 Lett: 258
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 212 Lett: 213
[03:35:33] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -187 Lett: 213
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 258 Lett: 259
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 152 Lett: 153
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 213 Lett: 214
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 213 Lett: 214
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 213 Lett: 214
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 259 Lett: 260
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 214 Lett: 215
[03:35:33] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -185 Lett: 215
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 260 Lett: 261
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 153 Lett: 154
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 215 Lett: 216
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 215 Lett: 216
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 215 Lett: 216
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 261 Lett: 262
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 216 Lett: 217
[03:35:33] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -183 Lett: 217
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 262 Lett: 263
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 154 Lett: 155
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 217 Lett: 218
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 217 Lett: 218
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 217 Lett: 218
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 263 Lett: 264
[03:35:33] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 218 Lett: 219
[03:35:33] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -181 Lett: 219
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 264 Lett: 265
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 155 Lett: 156
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 219 Lett: 220
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 219 Lett: 220
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 219 Lett: 220
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 265 Lett: 266
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 220 Lett: 221
[03:35:34] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -179 Lett: 221
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 266 Lett: 267
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 156 Lett: 157
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 221 Lett: 222
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 221 Lett: 222
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 221 Lett: 222
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 267 Lett: 268
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 222 Lett: 223
[03:35:34] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -177 Lett: 223
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 268 Lett: 269
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 157 Lett: 158
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 223 Lett: 224
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 223 Lett: 224
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 223 Lett: 224
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 269 Lett: 270
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 224 Lett: 225
[03:35:34] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -175 Lett: 225
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 270 Lett: 271
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 158 Lett: 159
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 225 Lett: 226
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 225 Lett: 226
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 225 Lett: 226
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 271 Lett: 272
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 226 Lett: 227
[03:35:34] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -173 Lett: 227
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 272 Lett: 273
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 159 Lett: 160
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 227 Lett: 228
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 227 Lett: 228
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 227 Lett: 228
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 273 Lett: 274
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 228 Lett: 229
[03:35:34] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -171 Lett: 229
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 274 Lett: 275
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 160 Lett: 161
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 229 Lett: 230
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 229 Lett: 230
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 229 Lett: 230
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 275 Lett: 276
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 230 Lett: 231
[03:35:34] [duty lead lõszer]Nagato_Brasco Frakcio: 13 | 400 Db Spray-t | Raktár Volt: -169 Lett: 231
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 276 Lett: 277
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db M4-t | Raktár Volt: 161 Lett: 162
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 231 Lett: 232
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Spray-t | Raktár Volt: 231 Lett: 232
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Stick-t | Raktár Volt: 231 Lett: 232
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Deagle-t | Raktár Volt: 277 Lett: 278
[03:35:34] [duty lead fegyver]Nagato_Brasco Frakcio: 13 | 1 Db Sniper-t | Raktár Volt: 232 Lett: 233
